algorithm,purity,macro_f1,weighted_f1,accuracy,homogeneity,completeness,v_measure,nmi,ami,ari,fowlkes_mallows,bcubed_precision,bcubed_recall,bcubed_f1,divergence,runtime,params,method,dataset
wine_balance_lists_n_clusters_cfg1,0.6,0.5111111111111111,0.47999999999999987,0.5,0.4568401391321907,0.35268466532874876,0.3980619511365447,0.3980619511365447,0.18841058408556186,0.18876956915513002,0.4406779661016949,0.5772727272727274,0.5092857142857142,0.5411522141875337,0.35250000000000004,0.5014023780822754,"{'random_state': 42, 'n_estimators': 5, 'max_depth': 2}",balance_lists_n_clusters,wine
wine_max_prob_clusters_cfg1,0.75,0.5993265993265994,0.5494949494949495,0.6,0.6492870040230961,0.5504557191971284,0.5958006460011297,0.5958006460011298,0.463811576630256,0.35431088735053495,0.56517814569876,0.7272727272727273,0.6892857142857143,0.7077698831079533,0.4475,0.3785569667816162,"{'random_state': 42, 'n_estimators': 5, 'max_depth': 2}",max_prob_clusters,wine
wine_match_class_distribution_cfg1,0.6,0.5111111111111111,0.47999999999999987,0.5,0.4568401391321907,0.35268466532874876,0.3980619511365447,0.3980619511365447,0.18841058408556186,0.18876956915513002,0.4406779661016949,0.5772727272727274,0.5092857142857142,0.5411522141875337,0.35250000000000004,0.16189336776733398,"{'random_state': 42, 'n_estimators': 5, 'max_depth': 2}",match_class_distribution,wine
wine_chimera_cfg1,0.65,0.4994152046783625,0.4677192982456139,0.5,0.48105276132163843,0.3907272315710396,0.4312106614127059,0.43121066141270586,0.24184857088719977,0.21207094551486538,0.46295223040027156,0.6022727272727273,0.5492857142857143,0.5745601669110184,0.37249999999999994,0.17354917526245117,"{'random_state': 42, 'n_estimators': 5, 'max_depth': 2}",chimera,wine
wine_menu_cfg1,0.7,0.5512670565302145,0.5099415204678361,0.55,0.5335096719083152,0.45230144501470615,0.48956071075083163,0.48956071075083163,0.32287957657337246,0.25865324103209564,0.5005863576189019,0.6472727272727272,0.6092857142857143,0.6277050281639193,0.405,0.17463159561157227,"{'random_state': 42, 'n_estimators': 5, 'max_depth': 2}",menu,wine
wine_select_clusters_cfg2,0.95,0.7523809523809524,0.71,0.65,0.867156833507297,0.5282743552643411,0.656566544907722,0.6565665449077221,0.5111496869074779,0.4685705873693508,0.6119004722841044,0.9142857142857143,0.5892857142857143,0.7166610111978283,0.6074999999999999,0.2780954837799072,"{'random_state': 42, 'n_estimators': 10, 'max_depth': 4}",select_clusters,wine
wine_balance_lists_n_clusters_cfg2,0.75,0.6190476190476191,0.625,0.55,0.5221994364996737,0.3443690561166867,0.415037769280335,0.415037769280335,0.23258517989966634,0.26270317762483525,0.4465442806891065,0.655952380952381,0.4342857142857143,0.5225844694724363,0.4275,0.623309850692749,"{'random_state': 42, 'n_estimators': 10, 'max_depth': 4}",balance_lists_n_clusters,wine
wine_max_prob_clusters_cfg2,0.8,0.746031746031746,0.7523809523809524,0.7,0.5738278136508194,0.4334217459470753,0.4938387919768736,0.4938387919768735,0.36743282757030005,0.3890675241157556,0.5559014383365626,0.705952380952381,0.5492857142857143,0.6178422393236506,0.4724999999999999,0.5298001766204834,"{'random_state': 42, 'n_estimators': 10, 'max_depth': 4}",max_prob_clusters,wine
wine_match_class_distribution_cfg2,0.75,0.5929038281979458,0.6186274509803922,0.6,0.5810626126308513,0.4735260654232564,0.5218115810447337,0.5218115810447337,0.3718099306472718,0.33002481389578164,0.5345622178880016,0.692063492063492,0.6092857142857143,0.6480418891957589,0.46499999999999997,0.2669346332550049,"{'random_state': 42, 'n_estimators': 10, 'max_depth': 4}",match_class_distribution,wine
wine_chimera_cfg2,0.8,0.746031746031746,0.7523809523809524,0.7,0.5738278136508194,0.4334217459470753,0.4938387919768736,0.4938387919768735,0.36743282757030005,0.3890675241157556,0.5559014383365626,0.705952380952381,0.5492857142857143,0.6178422393236506,0.4724999999999999,0.34264111518859863,"{'random_state': 42, 'n_estimators': 10, 'max_depth': 4}",chimera,wine
wine_menu_cfg2,0.85,0.7575091575091575,0.7461538461538462,0.7,0.6356021692777355,0.45484160697620735,0.5302397397599036,0.5302397397599036,0.3895834176877366,0.38285552888010166,0.5489664835695152,0.7542857142857143,0.5592857142857144,0.6423118154276394,0.5075,0.34847283363342285,"{'random_state': 42, 'n_estimators': 10, 'max_depth': 4}",menu,wine
wine_select_clusters_cfg3,0.95,0.7220779220779221,0.6872727272727273,0.65,0.867156833507297,0.5084059905827857,0.6409997729061011,0.6409997729061012,0.46963421078178746,0.45167973952937696,0.5983735016339101,0.9142857142857143,0.5767857142857143,0.7073396065012831,0.6075000000000002,0.35900330543518066,"{'random_state': 42, 'n_estimators': 15, 'max_depth': 6}",select_clusters,wine
wine_balance_lists_n_clusters_cfg3,0.8,0.7130647130647131,0.7128205128205127,0.65,0.5589326365016108,0.4107741581645137,0.4735350613041176,0.47353506130411765,0.3429875938573725,0.33924769339957417,0.5146168559953864,0.6926190476190477,0.5117857142857143,0.5886269221536593,0.45999999999999996,0.7559916973114014,"{'random_state': 42, 'n_estimators': 15, 'max_depth': 6}",balance_lists_n_clusters,wine
wine_max_prob_clusters_cfg3,0.8,0.7130647130647131,0.7128205128205127,0.65,0.5589326365016108,0.4107741581645137,0.4735350613041176,0.47353506130411765,0.3429875938573725,0.33924769339957417,0.5146168559953864,0.6926190476190477,0.5117857142857143,0.5886269221536593,0.45999999999999996,0.6305379867553711,"{'random_state': 42, 'n_estimators': 15, 'max_depth': 6}",max_prob_clusters,wine
wine_match_class_distribution_cfg3,0.75,0.5746031746031746,0.5966666666666666,0.55,0.5575905127084283,0.4101923945048891,0.47266672278737604,0.4726667227873761,0.31112993889136986,0.28996539792387543,0.48518542478298493,0.6761904761904762,0.5117857142857143,0.5826120567477416,0.4524999999999999,0.33983278274536133,"{'random_state': 42, 'n_estimators': 15, 'max_depth': 6}",match_class_distribution,wine
wine_chimera_cfg3,0.8,0.746031746031746,0.7523809523809524,0.7,0.5738278136508194,0.4334217459470753,0.4938387919768736,0.4938387919768735,0.36743282757030005,0.3890675241157556,0.5559014383365626,0.705952380952381,0.5492857142857143,0.6178422393236506,0.4724999999999999,0.35796523094177246,"{'random_state': 42, 'n_estimators': 15, 'max_depth': 6}",chimera,wine
wine_menu_cfg3,0.8,0.6746031746031745,0.6666666666666666,0.6,0.5706246808785691,0.3864820475351497,0.46083929512344174,0.46083929512344174,0.29658487327631755,0.2979278365454282,0.4773593402630209,0.6976190476190476,0.4742857142857143,0.5646717362280141,0.4625,0.4162161350250244,"{'random_state': 42, 'n_estimators': 15, 'max_depth': 6}",menu,wine
wine_select_clusters_cfg4,0.95,0.7523809523809524,0.71,0.65,0.867156833507297,0.5084059905827857,0.6409997729061011,0.6409997729061012,0.46963421078178746,0.45167973952937696,0.5983735016339101,0.9142857142857143,0.5767857142857143,0.7073396065012831,0.6075000000000002,0.4488098621368408,"{'random_state': 42, 'n_estimators': 20, 'max_depth': 8}",select_clusters,wine
wine_balance_lists_n_clusters_cfg4,0.8,0.7130647130647131,0.7128205128205127,0.65,0.5589326365016108,0.4107741581645137,0.4735350613041176,0.47353506130411765,0.3429875938573725,0.33924769339957417,0.5146168559953864,0.6926190476190477,0.5117857142857143,0.5886269221536593,0.45999999999999996,0.8941361904144287,"{'random_state': 42, 'n_estimators': 20, 'max_depth': 8}",balance_lists_n_clusters,wine
wine_max_prob_clusters_cfg4,0.8,0.7130647130647131,0.7128205128205127,0.65,0.5589326365016108,0.4107741581645137,0.4735350613041176,0.47353506130411765,0.3429875938573725,0.33924769339957417,0.5146168559953864,0.6926190476190477,0.5117857142857143,0.5886269221536593,0.45999999999999996,0.7323956489562988,"{'random_state': 42, 'n_estimators': 20, 'max_depth': 8}",max_prob_clusters,wine
wine_match_class_distribution_cfg4,0.75,0.5929038281979458,0.6186274509803922,0.6,0.5810626126308513,0.4735260654232564,0.5218115810447337,0.5218115810447337,0.3718099306472718,0.33002481389578164,0.5345622178880016,0.692063492063492,0.6092857142857143,0.6480418891957589,0.46499999999999997,0.40890026092529297,"{'random_state': 42, 'n_estimators': 20, 'max_depth': 8}",match_class_distribution,wine
wine_chimera_cfg4,0.8,0.746031746031746,0.7523809523809524,0.7,0.5738278136508194,0.4334217459470753,0.4938387919768736,0.4938387919768735,0.36743282757030005,0.3890675241157556,0.5559014383365626,0.705952380952381,0.5492857142857143,0.6178422393236506,0.4724999999999999,0.48104095458984375,"{'random_state': 42, 'n_estimators': 20, 'max_depth': 8}",chimera,wine
wine_menu_cfg4,0.7,0.57703081232493,0.6067226890756303,0.6,0.5169136576672162,0.44448543828632114,0.47797131212509875,0.47797131212509875,0.3433859339275976,0.3208111269985701,0.5299338864623023,0.6420634920634921,0.6092857142857143,0.6252453134485227,0.43500000000000005,0.4661223888397217,"{'random_state': 42, 'n_estimators': 20, 'max_depth': 8}",menu,wine
wine_select_clusters_cfg5,0.95,0.6315018315018316,0.625934065934066,0.5,0.935851045036365,0.4365989506861904,0.5954192655978552,0.5954192655978552,0.333290562079021,0.2691111474873138,0.45232785041549367,0.95,0.34535714285714286,0.5065618968844775,0.6175000000000002,0.5580534934997559,"{'random_state': 42, 'n_estimators': 25, 'max_depth': 10}",select_clusters,wine
wine_balance_lists_n_clusters_cfg5,0.8,0.6095238095238095,0.6028571428571429,0.5,0.7434041801454596,0.36889757843762766,0.49310360203945436,0.4931036020394544,0.218689800114074,0.21614625465135093,0.3905667329424716,0.8,0.3253571428571429,0.4625833068867027,0.5225,1.1426470279693604,"{'random_state': 42, 'n_estimators': 25, 'max_depth': 10}",balance_lists_n_clusters,wine
wine_max_prob_clusters_cfg5,0.8,0.6111111111111112,0.5916666666666666,0.5,0.6151062702181894,0.36827254439221313,0.4607110664563233,0.4607110664563233,0.26663061222783424,0.23024002446109157,0.40851433695053224,0.7333333333333333,0.3903571428571429,0.5095031253310732,0.45499999999999996,0.8695774078369141,"{'random_state': 42, 'n_estimators': 25, 'max_depth': 10}",max_prob_clusters,wine
wine_match_class_distribution_cfg5,0.7,0.572893772893773,0.5846153846153846,0.55,0.5360621381053459,0.3368910429981661,0.41375536907911814,0.4137553690791181,0.20483406718146596,0.18018152060705253,0.37412189883596453,0.6699999999999999,0.3828571428571429,0.4872727272727272,0.4175,0.6233546733856201,"{'random_state': 42, 'n_estimators': 25, 'max_depth': 10}",match_class_distribution,wine
wine_chimera_cfg5,0.8,0.6818181818181818,0.6765151515151515,0.55,0.6393188924076371,0.3827689727523927,0.4788461815261917,0.4788461815261918,0.2912922312760398,0.25928757070784286,0.4340464830099405,0.75,0.40285714285714286,0.5241635687732342,0.46749999999999997,0.5820844173431396,"{'random_state': 42, 'n_estimators': 25, 'max_depth': 10}",chimera,wine
wine_menu_cfg5,0.85,0.7188034188034189,0.6914102564102566,0.65,0.7420620563522771,0.4520662690278294,0.5618512149362359,0.5618512149362359,0.37632991898829904,0.3287207419402326,0.49858557000927023,0.8071428571428572,0.5178571428571429,0.63092029264536,0.5325,0.5626406669616699,"{'random_state': 42, 'n_estimators': 25, 'max_depth': 10}",menu,wine
wine_select_clusters_cfg6,0.9,0.6886446886446885,0.6945054945054945,0.6,0.8232768456938343,0.44780258549138835,0.5800825519348232,0.5800825519348233,0.35787227048302117,0.2883351169545941,0.45957862906934877,0.8666666666666666,0.4078571428571428,0.5546796189052867,0.5650000000000001,0.6974773406982422,"{'random_state': 42, 'n_estimators': 30, 'max_depth': None}",select_clusters,wine
wine_balance_lists_n_clusters_cfg6,0.7,0.6908424908424909,0.6961538461538461,0.65,0.44315530438683026,0.35597554856544855,0.3948100664515593,0.3948100664515593,0.27928126325732905,0.2996244262067047,0.49066791998678727,0.6142857142857143,0.5117857142857142,0.5583707126999229,0.37749999999999995,1.2677631378173828,"{'random_state': 42, 'n_estimators': 30, 'max_depth': None}",balance_lists_n_clusters,wine
wine_max_prob_clusters_cfg6,0.6,0.5111111111111111,0.4533333333333333,0.6,0.3910243206968807,0.6525828627623915,0.4890264740498471,0.48902647404984706,0.4517857198219834,0.336896062820373,0.6149704597167734,0.5340659340659341,0.85,0.6559745930924971,0.325,0.8961248397827148,"{'random_state': 42, 'n_estimators': 30, 'max_depth': None}",max_prob_clusters,wine
wine_match_class_distribution_cfg6,0.5,0.4666666666666666,0.44000000000000006,0.5,0.17116170084427762,0.2158451188137662,0.19092385859113903,0.19092385859113906,0.06767888831233035,0.050970598251787944,0.4139999089200301,0.43000000000000005,0.5817857142857142,0.49450758912813275,0.185,0.7062773704528809,"{'random_state': 42, 'n_estimators': 30, 'max_depth': None}",match_class_distribution,wine
wine_chimera_cfg6,0.55,0.41228070175438597,0.4578947368421053,0.55,0.2504815075865514,0.40215081278376835,0.3086924711484648,0.3086924711484648,0.2600223147297805,0.20736455668038714,0.5236904743703742,0.4750000000000001,0.7200000000000001,0.5723849372384937,0.28,0.692028284072876,"{'random_state': 42, 'n_estimators': 30, 'max_depth': None}",chimera,wine
wine_menu_cfg6,0.55,0.41228070175438597,0.4578947368421053,0.55,0.2504815075865514,0.40215081278376835,0.3086924711484648,0.3086924711484648,0.2600223147297805,0.20736455668038714,0.5236904743703742,0.4750000000000001,0.7200000000000001,0.5723849372384937,0.28,0.7120776176452637,"{'random_state': 42, 'n_estimators': 30, 'max_depth': None}",menu,wine
wine_select_clusters_cfg7,0.9,0.6233766233766234,0.6259740259740261,0.5,0.8232768456938343,0.41283661175978553,0.5499152548936291,0.5499152548936292,0.2842057865053753,0.17391304347826086,0.34933350584374917,0.8666666666666666,0.3221428571428572,0.4696975766072502,0.5650000000000002,0.7986099720001221,"{'random_state': 42, 'n_estimators': 35, 'max_depth': 2}",select_clusters,wine
wine_balance_lists_n_clusters_cfg7,0.7,0.6273504273504273,0.6294871794871795,0.55,0.39286905102886716,0.3062162518871724,0.3441722713572149,0.3441722713572149,0.22178959557866781,0.177430801987225,0.3911088105564936,0.5800000000000001,0.42607142857142855,0.4912602058927938,0.36250000000000004,1.4715242385864258,"{'random_state': 42, 'n_estimators': 35, 'max_depth': 2}",balance_lists_n_clusters,wine
wine_max_prob_clusters_cfg7,0.6,0.5111111111111111,0.4533333333333333,0.6,0.3910243206968807,0.6525828627623915,0.4890264740498471,0.48902647404984706,0.4517857198219834,0.336896062820373,0.6149704597167734,0.5340659340659341,0.85,0.6559745930924971,0.325,0.9977648258209229,"{'random_state': 42, 'n_estimators': 35, 'max_depth': 2}",max_prob_clusters,wine
wine_match_class_distribution_cfg7,0.65,0.45687645687645695,0.4664335664335664,0.4,0.3952436503655862,0.24985598679969695,0.30616663411052536,0.30616663411052536,0.05748143954915524,0.02989492378274382,0.25315801992203896,0.5716666666666667,0.3132142857142858,0.4046966231669582,0.3525,0.7482805252075195,"{'random_state': 42, 'n_estimators': 35, 'max_depth': 2}",match_class_distribution,wine
wine_chimera_cfg7,0.55,0.41228070175438597,0.4578947368421053,0.55,0.2504815075865514,0.40215081278376835,0.3086924711484648,0.3086924711484648,0.2600223147297805,0.20736455668038714,0.5236904743703742,0.4750000000000001,0.7200000000000001,0.5723849372384937,0.28,0.8148727416992188,"{'random_state': 42, 'n_estimators': 35, 'max_depth': 2}",chimera,wine
wine_menu_cfg7,0.45,0.37222222222222223,0.3675,0.45,0.12022877577652066,0.2507023739104008,0.16251878293292757,0.16251878293292754,0.01108512806810624,0.04432001518458764,0.5005255187082266,0.4147058823529412,0.7725,0.5396878483835005,0.13499999999999998,0.8345327377319336,"{'random_state': 42, 'n_estimators': 35, 'max_depth': 2}",menu,wine
wine_select_clusters_cfg8,0.9,0.6587301587301587,0.6630952380952382,0.55,0.8232768456938343,0.42127314974249247,0.5573491320835405,0.5573491320835405,0.29798192706464216,0.21291230264186337,0.3885891671573582,0.8666666666666666,0.35071428571428576,0.4993545863485235,0.5650000000000001,0.8156228065490723,"{'random_state': 42, 'n_estimators': 40, 'max_depth': 4}",select_clusters,wine
wine_balance_lists_n_clusters_cfg8,0.75,0.5303030303030303,0.525,0.4,0.5424684036498463,0.32892064318342557,0.4095278839770256,0.40952788397702566,0.2262101442154238,0.16293090122120885,0.345471102244277,0.6583333333333332,0.3360714285714286,0.4449838381419849,0.43,1.5475642681121826,"{'random_state': 42, 'n_estimators': 40, 'max_depth': 4}",balance_lists_n_clusters,wine
wine_max_prob_clusters_cfg8,0.6,0.5111111111111111,0.4533333333333333,0.6,0.3910243206968807,0.6525828627623915,0.4890264740498471,0.48902647404984706,0.4517857198219834,0.336896062820373,0.6149704597167734,0.5340659340659341,0.85,0.6559745930924971,0.325,1.1637990474700928,"{'random_state': 42, 'n_estimators': 40, 'max_depth': 4}",max_prob_clusters,wine
wine_match_class_distribution_cfg8,0.8,0.6184926184926184,0.6058275058275058,0.5,0.6760520924095742,0.37089515287108027,0.4790011059169381,0.4790011059169382,0.23543621595771408,0.17301414581066377,0.352901438368637,0.755,0.3532142857142857,0.48127296165001604,0.495,0.853971004486084,"{'random_state': 42, 'n_estimators': 40, 'max_depth': 4}",match_class_distribution,wine
wine_chimera_cfg8,0.55,0.41228070175438597,0.4578947368421053,0.55,0.2504815075865514,0.40215081278376835,0.3086924711484648,0.3086924711484648,0.2600223147297805,0.20736455668038714,0.5236904743703742,0.4750000000000001,0.7200000000000001,0.5723849372384937,0.28,0.8015100955963135,"{'random_state': 42, 'n_estimators': 40, 'max_depth': 4}",chimera,wine
wine_menu_cfg8,0.45,0.37222222222222223,0.3675,0.45,0.12022877577652066,0.2507023739104008,0.16251878293292757,0.16251878293292754,0.01108512806810624,0.04432001518458764,0.5005255187082266,0.4147058823529412,0.7725,0.5396878483835005,0.13499999999999998,0.9470891952514648,"{'random_state': 42, 'n_estimators': 40, 'max_depth': 4}",menu,wine
wine_select_clusters_cfg9,0.9,0.6587301587301587,0.6630952380952382,0.55,0.8232768456938343,0.42127314974249247,0.5573491320835405,0.5573491320835405,0.29798192706464216,0.21291230264186337,0.3885891671573582,0.8666666666666666,0.35071428571428576,0.4993545863485235,0.5650000000000001,0.8084864616394043,"{'random_state': 42, 'n_estimators': 45, 'max_depth': 6}",select_clusters,wine
wine_balance_lists_n_clusters_cfg9,0.8,0.48787878787878786,0.48045454545454547,0.35,0.6465536913876688,0.36054663027864975,0.4629384972062059,0.4629384972062059,0.2636150796881908,0.1540785498489426,0.3285412300992244,0.7333333333333333,0.3132142857142858,0.4389489250369697,0.4725,1.6045560836791992,"{'random_state': 42, 'n_estimators': 45, 'max_depth': 6}",balance_lists_n_clusters,wine
wine_max_prob_clusters_cfg9,0.6,0.5111111111111111,0.4533333333333333,0.6,0.3910243206968807,0.6525828627623915,0.4890264740498471,0.48902647404984706,0.4517857198219834,0.336896062820373,0.6149704597167734,0.5340659340659341,0.85,0.6559745930924971,0.325,1.1161131858825684,"{'random_state': 42, 'n_estimators': 45, 'max_depth': 6}",max_prob_clusters,wine
wine_match_class_distribution_cfg9,0.7,0.5123025123025123,0.49448329448329453,0.45,0.5908936480287417,0.32795568166683303,0.4218034945861505,0.4218034945861505,0.148664720304444,0.12375096079938509,0.3124533863539773,0.7,0.3332142857142857,0.45150362945039746,0.43999999999999995,0.9620766639709473,"{'random_state': 42, 'n_estimators': 45, 'max_depth': 6}",match_class_distribution,wine
wine_chimera_cfg9,0.55,0.41228070175438597,0.4578947368421053,0.55,0.2504815075865514,0.40215081278376835,0.3086924711484648,0.3086924711484648,0.2600223147297805,0.20736455668038714,0.5236904743703742,0.4750000000000001,0.7200000000000001,0.5723849372384937,0.28,0.8411905765533447,"{'random_state': 42, 'n_estimators': 45, 'max_depth': 6}",chimera,wine
wine_menu_cfg9,0.45,0.37222222222222223,0.3675,0.45,0.12022877577652066,0.2507023739104008,0.16251878293292757,0.16251878293292754,0.01108512806810624,0.04432001518458764,0.5005255187082266,0.4147058823529412,0.7725,0.5396878483835005,0.13499999999999998,1.0302836894989014,"{'random_state': 42, 'n_estimators': 45, 'max_depth': 6}",menu,wine
wine_select_clusters_cfg10,0.9,0.6587301587301587,0.6630952380952382,0.55,0.8232768456938343,0.42127314974249247,0.5573491320835405,0.5573491320835405,0.29798192706464216,0.21291230264186337,0.3885891671573582,0.8666666666666666,0.35071428571428576,0.4993545863485235,0.5650000000000001,0.9832994937896729,"{'random_state': 42, 'n_estimators': 50, 'max_depth': 8}",select_clusters,wine
wine_balance_lists_n_clusters_cfg10,0.7,0.5116883116883116,0.49831168831168837,0.35,0.49404315927095077,0.27550008399929893,0.3537395281388416,0.3537395281388416,0.11388832825190831,0.0634441087613293,0.23893907643579956,0.6333333333333333,0.2646428571428572,0.3732997481108313,0.3775,1.769766092300415,"{'random_state': 42, 'n_estimators': 50, 'max_depth': 8}",balance_lists_n_clusters,wine
wine_max_prob_clusters_cfg10,0.6,0.5111111111111111,0.4533333333333333,0.6,0.3910243206968807,0.6525828627623915,0.4890264740498471,0.48902647404984706,0.4517857198219834,0.336896062820373,0.6149704597167734,0.5340659340659341,0.85,0.6559745930924971,0.325,1.3109750747680664,"{'random_state': 42, 'n_estimators': 50, 'max_depth': 8}",max_prob_clusters,wine
wine_match_class_distribution_cfg10,0.8,0.597979797979798,0.5812121212121213,0.45,0.6550426029923767,0.34656320863486173,0.45329941909333943,0.4532994190933394,0.1962368677070206,0.1540785498489426,0.3285412300992244,0.7583333333333334,0.3207142857142857,0.45078331862312443,0.47750000000000004,0.971282958984375,"{'random_state': 42, 'n_estimators': 50, 'max_depth': 8}",match_class_distribution,wine
wine_chimera_cfg10,0.55,0.41228070175438597,0.4578947368421053,0.55,0.2504815075865514,0.40215081278376835,0.3086924711484648,0.3086924711484648,0.2600223147297805,0.20736455668038714,0.5236904743703742,0.4750000000000001,0.7200000000000001,0.5723849372384937,0.28,0.9633474349975586,"{'random_state': 42, 'n_estimators': 50, 'max_depth': 8}",chimera,wine
wine_menu_cfg10,0.45,0.37222222222222223,0.3675,0.45,0.12022877577652066,0.2507023739104008,0.16251878293292757,0.16251878293292754,0.01108512806810624,0.04432001518458764,0.5005255187082266,0.4147058823529412,0.7725,0.5396878483835005,0.13499999999999998,1.057643175125122,"{'random_state': 42, 'n_estimators': 50, 'max_depth': 8}",menu,wine
wine_select_clusters_cfg11,0.9,0.6587301587301587,0.6630952380952382,0.55,0.8232768456938343,0.42127314974249247,0.5573491320835405,0.5573491320835405,0.29798192706464216,0.21291230264186337,0.3885891671573582,0.8666666666666666,0.35071428571428576,0.4993545863485235,0.5650000000000001,1.076429843902588,"{'random_state': 42, 'n_estimators': 55, 'max_depth': 10}",select_clusters,wine
wine_balance_lists_n_clusters_cfg11,0.7,0.5333333333333333,0.5349999999999999,0.4,0.4625957381014715,0.2804905994275425,0.3492292868798491,0.3492292868798491,0.147191268495946,0.10418921007883754,0.29232170189900364,0.6333333333333333,0.30214285714285716,0.40911173326546196,0.36250000000000004,1.8774807453155518,"{'random_state': 42, 'n_estimators': 55, 'max_depth': 10}",balance_lists_n_clusters,wine
wine_max_prob_clusters_cfg11,0.6,0.5111111111111111,0.4533333333333333,0.6,0.3910243206968807,0.6525828627623915,0.4890264740498471,0.48902647404984706,0.4517857198219834,0.336896062820373,0.6149704597167734,0.5340659340659341,0.85,0.6559745930924971,0.325,1.2976160049438477,"{'random_state': 42, 'n_estimators': 55, 'max_depth': 10}",max_prob_clusters,wine
wine_match_class_distribution_cfg11,0.8,0.597979797979798,0.5812121212121213,0.45,0.6550426029923767,0.34656320863486173,0.45329941909333943,0.4532994190933394,0.1962368677070206,0.1540785498489426,0.3285412300992244,0.7583333333333334,0.3207142857142857,0.45078331862312443,0.47750000000000004,1.1276485919952393,"{'random_state': 42, 'n_estimators': 55, 'max_depth': 10}",match_class_distribution,wine
wine_chimera_cfg11,0.55,0.41228070175438597,0.4578947368421053,0.55,0.2504815075865514,0.40215081278376835,0.3086924711484648,0.3086924711484648,0.2600223147297805,0.20736455668038714,0.5236904743703742,0.4750000000000001,0.7200000000000001,0.5723849372384937,0.28,1.0597131252288818,"{'random_state': 42, 'n_estimators': 55, 'max_depth': 10}",chimera,wine
wine_menu_cfg11,0.45,0.37222222222222223,0.3675,0.45,0.12022877577652066,0.2507023739104008,0.16251878293292757,0.16251878293292754,0.01108512806810624,0.04432001518458764,0.5005255187082266,0.4147058823529412,0.7725,0.5396878483835005,0.13499999999999998,1.1264760494232178,"{'random_state': 42, 'n_estimators': 55, 'max_depth': 10}",menu,wine
wine_select_clusters_cfg12,0.9,0.6587301587301587,0.6630952380952382,0.55,0.8232768456938343,0.42127314974249247,0.5573491320835405,0.5573491320835405,0.29798192706464216,0.21291230264186337,0.3885891671573582,0.8666666666666666,0.35071428571428576,0.4993545863485235,0.5650000000000001,1.1662609577178955,"{'random_state': 42, 'n_estimators': 60, 'max_depth': None}",select_clusters,wine
wine_balance_lists_n_clusters_cfg12,0.55,0.4646464646464647,0.41515151515151516,0.55,0.2413909944556857,0.4269845814289935,0.3084201052438609,0.30842010524386093,0.25543509026086225,0.2033754378516081,0.5437377892868592,0.47380952380952374,0.7700000000000001,0.5866385911179173,0.24999999999999994,1.9596762657165527,"{'random_state': 42, 'n_estimators': 60, 'max_depth': None}",balance_lists_n_clusters,wine
wine_max_prob_clusters_cfg12,0.6,0.5111111111111111,0.4533333333333333,0.6,0.3910243206968807,0.6525828627623915,0.4890264740498471,0.48902647404984706,0.4517857198219834,0.336896062820373,0.6149704597167734,0.5340659340659341,0.85,0.6559745930924971,0.325,1.3784394264221191,"{'random_state': 42, 'n_estimators': 60, 'max_depth': None}",max_prob_clusters,wine
wine_match_class_distribution_cfg12,0.8,0.597979797979798,0.5812121212121213,0.45,0.6550426029923767,0.34656320863486173,0.45329941909333943,0.4532994190933394,0.1962368677070206,0.1540785498489426,0.3285412300992244,0.7583333333333334,0.3207142857142857,0.45078331862312443,0.47750000000000004,1.2302594184875488,"{'random_state': 42, 'n_estimators': 60, 'max_depth': None}",match_class_distribution,wine
wine_chimera_cfg12,0.55,0.41228070175438597,0.4578947368421053,0.55,0.2504815075865514,0.40215081278376835,0.3086924711484648,0.3086924711484648,0.2600223147297805,0.20736455668038714,0.5236904743703742,0.4750000000000001,0.7200000000000001,0.5723849372384937,0.28,1.0968682765960693,"{'random_state': 42, 'n_estimators': 60, 'max_depth': None}",chimera,wine
wine_menu_cfg12,0.45,0.37222222222222223,0.3675,0.45,0.12022877577652066,0.2507023739104008,0.16251878293292757,0.16251878293292754,0.01108512806810624,0.04432001518458764,0.5005255187082266,0.4147058823529412,0.7725,0.5396878483835005,0.13499999999999998,1.2029004096984863,"{'random_state': 42, 'n_estimators': 60, 'max_depth': None}",menu,wine
wine_select_clusters_cfg13,0.9,0.6587301587301587,0.6630952380952382,0.55,0.8232768456938343,0.42127314974249247,0.5573491320835405,0.5573491320835405,0.29798192706464216,0.21291230264186337,0.3885891671573582,0.8666666666666666,0.35071428571428576,0.4993545863485235,0.5650000000000001,1.2362380027770996,"{'random_state': 42, 'n_estimators': 65, 'max_depth': 2}",select_clusters,wine
wine_balance_lists_n_clusters_cfg13,0.6,0.4090909090909091,0.39772727272727276,0.3,0.32580891656949346,0.19755118947371192,0.24596425392856106,0.24596425392856106,0.01186661422919359,-0.013294172205905086,0.18602290120845688,0.5083333333333332,0.2503571428571429,0.3354856425545269,0.295,2.036254644393921,"{'random_state': 42, 'n_estimators': 65, 'max_depth': 2}",balance_lists_n_clusters,wine
wine_max_prob_clusters_cfg13,0.6,0.5111111111111111,0.4533333333333333,0.6,0.3910243206968807,0.6525828627623915,0.4890264740498471,0.48902647404984706,0.4517857198219834,0.336896062820373,0.6149704597167734,0.5340659340659341,0.85,0.6559745930924971,0.325,1.5062940120697021,"{'random_state': 42, 'n_estimators': 65, 'max_depth': 2}",max_prob_clusters,wine
