cluster,cluster_description,cluster_weight,cluster_ef_sample,cluster_n_sample,cluster_count,cluster_desc_relative
292.0,-1.6484216535389205 <= num__fare <= -0.489861 AND 0.5 <= cat__sex_female <= 2.0 AND 0.5 <= cat__embarked_S <= 2.0 AND 0.5 <= cat__class_Third <= 2.0 AND 0.5 <= cat__who_woman <= 2.0,9.004054054054054,0.8,5.0,1.0,"num__fare = Percentile 20, cat__sex_female = Percentile 100, cat__embarked_S = Percentile 100, cat__class_Third = Percentile 100, cat__who_woman = Percentile 100."
293.0,0.5 <= bool__adult_male_0 <= 2.0 AND -1.833759 <= num__age <= 4.891554451560014 AND -2.566106925889158 <= num__pclass <= 0.229006 AND -1.4745451962498395 <= num__sibsp <= 1.793801 AND 0.5 <= cat__class_First <= 2.0,10.032432432432433,1.0,47.0,1.0,"bool__adult_male_0 = Percentile 100, num__age = Percentile 100, num__pclass = Percentile 40, num__sibsp = Percentile 80, cat__class_First = Percentile 100."
294.0,-1.0 <= cat__sex_male <= 0.5 AND -1.4736736092984604 <= num__parch <= 1.388282 AND 0.5 <= cat__class_First <= 2.0,10.02972972972973,1.0,43.0,1.0,"cat__sex_male = Percentile 20, num__parch = Percentile 80, cat__class_First = Percentile 100."
295.0,-1.0 <= cat__sex_male <= 0.5 AND 1.388282 <= num__parch <= 7.974147318082627 AND 0.5 <= cat__class_First <= 2.0,9.004054054054055,0.8000000000000002,5.0,1.0,"cat__sex_male = Percentile 20, num__parch = Percentile 100, cat__class_First = Percentile 100."
296.0,-1.0 <= bool__adult_male_0 <= 0.5 AND 0.5 <= cat__embarked_C <= 2.0 AND 1.075863 <= num__fare <= 10.667166525013505 AND -1.0 <= cat__deck_E <= 0.5 AND 0.5 <= cat__class_First <= 2.0,7.228978978978979,0.4444444444444445,9.0,1.0,"bool__adult_male_0 = Percentile 20, cat__embarked_C = Percentile 100, num__fare = Percentile 100, cat__deck_E = Percentile 20, cat__class_First = Percentile 100."
297.0,0.5 <= cat__embark_town_Cherbourg <= 2.0 AND 0.229006 <= num__pclass <= 1.82737724386597 AND -1.4745451962498395 <= num__sibsp <= 1.793801 AND -1.0 <= cat__who_child <= 0.5 AND -1.0 <= bool__adult_male_1 <= 0.5 AND -1.0 <= cat__class_First <= 0.5,7.228978978978979,0.4444444444444444,9.0,1.0,"cat__embark_town_Cherbourg = Percentile 100, num__pclass = Percentile 100, num__sibsp = Percentile 80, cat__who_child = Percentile 20, bool__adult_male_1 = Percentile 20, cat__class_First = Percentile 20."
298.0,-2.566106925889158 <= num__pclass <= 0.229006 AND 0.5 <= cat__deck_C <= 2.0 AND 0.5 <= cat__class_Second <= 2.0 AND -1.4745451962498395 <= num__sibsp <= -0.020876 AND 0.5 <= cat__who_woman <= 2.0 AND -1.0 <= bool__adult_male_1 <= 0.5,9.514189189189189,0.9,20.0,1.0,"num__pclass = Percentile 40, cat__deck_C = Percentile 100, cat__class_Second = Percentile 100, num__sibsp = Percentile 20, cat__who_woman = Percentile 100, bool__adult_male_1 = Percentile 20."
299.0,-2.566106925889158 <= num__pclass <= 0.229006 AND 0.5 <= cat__deck_C <= 2.0 AND -1.0 <= cat__class_Second <= 0.5 AND -1.4745451962498395 <= num__sibsp <= -0.020876 AND 0.5 <= cat__who_woman <= 2.0 AND -1.0 <= bool__adult_male_1 <= 0.5,10.006081081081081,1.0,8.0,1.0,"num__pclass = Percentile 40, cat__deck_C = Percentile 100, cat__class_Second = Percentile 20, num__sibsp = Percentile 20, cat__who_woman = Percentile 100, bool__adult_male_1 = Percentile 20."
300.0,-1.0 <= cat__deck_C <= 0.5 AND -1.0 <= bool__alone_1 <= 0.5 AND 0.5 <= bool__adult_male_1 <= 2.0,7.867277992277992,0.5714285714285714,14.0,1.0,"cat__deck_C = Percentile 20, bool__alone_1 = Percentile 20, bool__adult_male_1 = Percentile 100."
301.0,0.5 <= cat__embark_town_Cherbourg <= 2.0 AND 0.5 <= bool__alone_0 <= 2.0 AND -1.0 <= cat__deck_D <= 0.5 AND 0.5 <= cat__class_Third <= 2.0 AND -1.0 <= cat__who_man <= 0.5,8.010810810810812,0.6,15.0,1.0,"cat__embark_town_Cherbourg = Percentile 100, bool__alone_0 = Percentile 100, cat__deck_D = Percentile 20, cat__class_Third = Percentile 100, cat__who_man = Percentile 20."
