region_id,tree_index,leaf_id,leaf_region_id,conditions,description,lower_bounds,upper_bounds,class_counts,class_distribution,support,coverage,dominant_class,dominant_class_index,dominant_probability,target_class,target_class_index,target_probability,prior_probability,lift,entropy,js_divergence,score
0,10,48,tree_10_leaf_48,"('cat__sex_male > 0.500000', 'num__age > -1.987459', 'cat__embarked_C <= 0.500000', 'num__age <= 3.526518', 'cat__deck_B <= 0.500000', 'cat__deck_E <= 0.500000')",cat__sex_male > 0.500000 AND num__age > -1.987459 AND cat__embarked_C <= 0.500000 AND num__age <= 3.526518 AND cat__deck_B <= 0.500000 AND cat__deck_E <= 0.500000,"{'cat__sex_male': 0.5, 'num__age': -1.9874585270881653}","{'cat__embarked_C': 0.5, 'num__age': 3.526517629623413, 'cat__deck_B': 0.5, 'cat__deck_E': 0.5}",[383.  56.],[0.87243736 0.12756264],439,0.49270482603815935,0,0,0.8724373576309795,0,0,0.8724373576309795,0.6161616161616161,1.4159229246797864,0.55071562950692,0.06447706583069021,0.9196513261341192
1,22,21,tree_22_leaf_21,"('cat__deck_D <= 0.500000', 'cat__sex_female <= 0.500000', 'cat__deck_C > 0.500000', 'num__age > -1.526359', 'cat__embark_town_Cherbourg <= 0.500000', 'bool__adult_male_1 > 0.500000')",cat__deck_D <= 0.500000 AND cat__sex_female <= 0.500000 AND cat__deck_C > 0.500000 AND num__age > -1.526359 AND cat__embark_town_Cherbourg <= 0.500000 AND bool__adult_male_1 > 0.500000,"{'cat__deck_C': 0.5, 'num__age': -1.526359498500824, 'bool__adult_male_1': 0.5}","{'cat__deck_D': 0.5, 'cat__sex_female': 0.5, 'cat__embark_town_Cherbourg': 0.5}",[355.  46.],[0.88528678 0.11471322],401,0.4500561167227834,0,0,0.885286783042394,0,0,0.885286783042394,0.6161616161616161,1.4367769101835577,0.513970767881857,0.07278894135204073,0.9044206502550266
2,29,17,tree_29_leaf_17,"('cat__sex_female <= 0.500000', 'num__age > -1.257385', 'num__fare <= -0.119509', 'cat__deck_D <= 0.500000', 'cat__embark_town_Cherbourg <= 0.500000', 'cat__deck_E <= 0.500000')",cat__sex_female <= 0.500000 AND num__age > -1.257385 AND num__fare <= -0.119509 AND cat__deck_D <= 0.500000 AND cat__embark_town_Cherbourg <= 0.500000 AND cat__deck_E <= 0.500000,{'num__age': -1.2573850750923157},"{'cat__sex_female': 0.5, 'num__fare': -0.11950859054923058, 'cat__deck_D': 0.5, 'cat__embark_town_Cherbourg': 0.5, 'cat__deck_E': 0.5}",[322.  30.],[0.91477273 0.08522727],352,0.3950617283950617,0,0,0.9147727272727273,0,0,0.9147727272727273,0.6161616161616161,1.4846311475409837,0.4203351623271773,0.0953082022118879,0.9027640534310181
3,38,37,tree_38_leaf_37,"('bool__adult_male_1 > 0.500000', 'cat__deck_B <= 0.500000', 'cat__embarked_C <= 0.500000', 'num__fare <= -0.119509', 'cat__deck_D <= 0.500000', 'cat__deck_E <= 0.500000')",bool__adult_male_1 > 0.500000 AND cat__deck_B <= 0.500000 AND cat__embarked_C <= 0.500000 AND num__fare <= -0.119509 AND cat__deck_D <= 0.500000 AND cat__deck_E <= 0.500000,{'bool__adult_male_1': 0.5},"{'cat__deck_B': 0.5, 'cat__embarked_C': 0.5, 'num__fare': -0.11950859054923058, 'cat__deck_D': 0.5, 'cat__deck_E': 0.5}",[319.  30.],[0.91404011 0.08595989],349,0.39169472502805835,0,0,0.9140401146131805,0,0,0.9140401146131805,0.6161616161616161,1.48344215322467,0.4228386942347271,0.09468101760897948,0.8975276835670607
4,18,43,tree_18_leaf_43,"('cat__who_man > 0.500000', 'cat__deck_D <= 0.500000', 'num__fare <= -0.119509', 'cat__embarked_C <= 0.500000', 'cat__deck_E <= 0.500000', 'cat__class_First <= 0.500000')",cat__who_man > 0.500000 AND cat__deck_D <= 0.500000 AND num__fare <= -0.119509 AND cat__embarked_C <= 0.500000 AND cat__deck_E <= 0.500000 AND cat__class_First <= 0.500000,{'cat__who_man': 0.5},"{'cat__deck_D': 0.5, 'num__fare': -0.11950859054923058, 'cat__embarked_C': 0.5, 'cat__deck_E': 0.5, 'cat__class_First': 0.5}",[313.  30.],[0.91253644 0.08746356],343,0.38496071829405165,0,0,0.9125364431486881,0,0,0.9125364431486881,0.6161616161616161,1.4810017683888546,0.4279463493851589,0.09340575672524055,0.8869704747568433
5,16,6,tree_16_leaf_6,"('bool__adult_male_0 <= 0.500000', 'cat__embark_town_Cherbourg <= 0.500000', 'num__fare <= -0.119509', 'cat__deck_B <= 0.500000', 'num__parch <= 0.146978', 'cat__class_First <= 0.500000')",bool__adult_male_0 <= 0.500000 AND cat__embark_town_Cherbourg <= 0.500000 AND num__fare <= -0.119509 AND cat__deck_B <= 0.500000 AND num__parch <= 0.146978 AND cat__class_First <= 0.500000,{},"{'bool__adult_male_0': 0.5, 'cat__embark_town_Cherbourg': 0.5, 'num__fare': -0.11950859054923058, 'cat__deck_B': 0.5, 'num__parch': 0.14697812497615814, 'cat__class_First': 0.5}",[296.  32.],[0.90243902 0.09756098],328,0.3681257014590348,0,0,0.9024390243902439,0,0,0.9024390243902439,0.6161616161616161,1.4646141543382647,0.46121604051390946,0.08523991631846552,0.848972240401249
6,0,67,tree_0_leaf_67,"('bool__adult_male_1 > 0.500000', 'num__pclass > -0.967736', 'num__age > -0.757861', 'cat__embarked_C <= 0.500000', 'cat__deck_D <= 0.500000', 'cat__deck_E <= 0.500000')",bool__adult_male_1 > 0.500000 AND num__pclass > -0.967736 AND num__age > -0.757861 AND cat__embarked_C <= 0.500000 AND cat__deck_D <= 0.500000 AND cat__deck_E <= 0.500000,"{'bool__adult_male_1': 0.5, 'num__pclass': -0.9677358716726303, 'num__age': -0.7578610777854919}","{'cat__embarked_C': 0.5, 'cat__deck_D': 0.5, 'cat__deck_E': 0.5}",[293.  31.],[0.90432099 0.09567901],324,0.36363636363636365,0,0,0.904320987654321,0,0,0.904320987654321,0.6161616161616161,1.4676684881602915,0.4551467807620575,0.08671143111033494,0.8471783072840641
7,21,6,tree_21_leaf_6,"('cat__sex_female <= 0.500000', 'num__fare <= -0.119509', 'bool__alone_0 <= 0.500000', 'cat__deck_E <= 0.500000', 'cat__embark_town_Cherbourg <= 0.500000', 'cat__deck_D <= 0.500000')",cat__sex_female <= 0.500000 AND num__fare <= -0.119509 AND bool__alone_0 <= 0.500000 AND cat__deck_E <= 0.500000 AND cat__embark_town_Cherbourg <= 0.500000 AND cat__deck_D <= 0.500000,{},"{'cat__sex_female': 0.5, 'num__fare': -0.11950859054923058, 'bool__alone_0': 0.5, 'cat__deck_E': 0.5, 'cat__embark_town_Cherbourg': 0.5, 'cat__deck_D': 0.5}",[271.  26.],[0.91245791 0.08754209],297,0.3333333333333333,0,0,0.9124579124579124,0,0,0.9124579124579124,0.6161616161616161,1.4808743169398908,0.42821197306148107,0.09333959477602222,0.8252176919744417
8,39,37,tree_39_leaf_37,"('cat__sex_male > 0.500000', 'num__parch <= 0.146978', 'num__fare <= -0.143544', 'cat__who_child <= 0.500000', 'num__sibsp <= 0.886463', 'cat__embark_town_Queenstown <= 0.500000')",cat__sex_male > 0.500000 AND num__parch <= 0.146978 AND num__fare <= -0.143544 AND cat__who_child <= 0.500000 AND num__sibsp <= 0.886463 AND cat__embark_town_Queenstown <= 0.500000,{'cat__sex_male': 0.5},"{'num__parch': 0.14697812497615814, 'num__fare': -0.14354437589645386, 'cat__who_child': 0.5, 'num__sibsp': 0.8864626288414001, 'cat__embark_town_Queenstown': 0.5}",[286.  34.],[0.89375 0.10625],320,0.35914702581369246,0,0,0.89375,0,0,0.89375,0.6161616161616161,1.4505122950819673,0.4885001607588282,0.07872441503690743,0.8230049149718249
9,19,6,tree_19_leaf_6,"('bool__adult_male_0 <= 0.500000', 'cat__embarked_C <= 0.500000', 'bool__alone_0 <= 0.500000', 'cat__deck_B <= 0.500000', 'num__fare <= -0.119383', 'cat__deck_E <= 0.500000')",bool__adult_male_0 <= 0.500000 AND cat__embarked_C <= 0.500000 AND bool__alone_0 <= 0.500000 AND cat__deck_B <= 0.500000 AND num__fare <= -0.119383 AND cat__deck_E <= 0.500000,{},"{'bool__adult_male_0': 0.5, 'cat__embarked_C': 0.5, 'bool__alone_0': 0.5, 'cat__deck_B': 0.5, 'num__fare': -0.11938274651765823, 'cat__deck_E': 0.5}",[268.  27.],[0.90847458 0.09152542],295,0.33108866442199775,0,0,0.9084745762711864,0,0,0.9084745762711864,0.6161616161616161,1.474409558210614,0.4415410913641301,0.09003957162739168,0.8155446858516965
